mean,std,max,min,label
0.3574240923703366,83.85577542825914,135.45515614471205,-134.81646800633104,Normal
3.7390834079295865,86.71628158713182,135.45515614471205,-134.81646800633104,Normal
0.20787506996572536,81.02871490192139,129.2011759655032,-125.16019242021072,Normal
-0.46477795241388975,81.53749749753153,130.2386964640143,-127.64205255543413,Normal
-0.0661954585517563,82.71181143081049,131.33632915788687,-130.8138461220207,Normal
-3.566407275679981,85.30894307559869,139.09236241443608,-140.47563423247587,Normal
0.2285997721860686,87.19978207065415,139.09236241443608,-140.47563423247587,Normal
2.996793426768083,80.17843427859646,129.15723198810204,-130.47685355724036,Normal
-1.4113170691136576,72.124558982838,122.89742582481755,-121.6458868463512,Normal
-1.1670774554865635,71.40437866399448,129.98952630377264,-123.7263418783386,Normal
-0.6045101242144729,79.70988719841036,134.26671641388862,-136.8148634390258,Normal
-1.4039853631905888,83.02610542434638,134.26671641388862,-136.8148634390258,Normal
1.8737708485443136,88.98144345064568,138.78086234063076,-140.58567993471354,Normal
1.3322565918390388,93.9029843439736,138.78086234063076,-140.58567993471354,Normal
0.48735609552012965,87.69704623628427,132.3507707730562,-135.09711387977316,Normal
1.2699759556221792,86.20008812616639,128.3213950504999,-129.771961084523,Normal
-2.803540417689656,83.65869812769172,128.3213950504999,-129.771961084523,Normal
-3.1755043693703175,85.19831643828866,130.12225222782146,-131.39459693568546,Normal
1.9631330156874829,88.95467531338198,130.9958015477005,-131.39459693568546,Normal
0.1746319669124503,87.46558979912936,133.4990687486134,-130.88847538793704,Normal
-0.07702947185578969,86.5334928818676,133.4990687486134,-129.7509571810351,Normal
3.5673058941926197,83.66481788534443,127.15344493547913,-124.96122079308101,Normal
-0.8856499990522891,83.77271253615548,127.14775175032258,-124.96122079308101,Normal
-1.8297237756359905,85.18611058686001,126.74088485705974,-126.80686783804799,Normal
-2.4830044553558848,79.51269815527115,140.81874571196374,-133.47343579559347,Normal
2.1527456942228014,75.60612089834528,140.81874571196374,-133.47343579559347,Normal
1.7541048833487531,81.1872270587062,121.81833833416593,-125.09035745126316,Normal
0.246935887030178,83.28629233524285,121.83955438946961,-125.09035745126316,Normal
-0.5452241963135852,84.54490638816262,123.86282793302384,-124.25012658626619,Normal
-2.4710011115266965,85.91781486292697,124.19066397154275,-124.25012658626619,Normal
2.600920998032925,83.02957565344617,124.19066397154275,-123.6019947488498,Normal
-0.8383784273818667,85.06304605545074,133.27292572448903,-136.38745437396204,Normal
-1.0610513875870826,88.50759917737068,146.1859729624729,-137.94848686804175,Normal
3.0845800763274513,86.34612636204197,146.1859729624729,-137.94848686804175,Normal
-0.7522109636911865,86.02499660887315,133.7324703636713,-135.15256249037793,Normal
-3.1017351911393924,87.29463180436764,127.35241921810585,-130.07319869063153,Normal
1.1139570578893492,85.79464904455415,134.35913453545146,-130.07319869063153,Normal
1.4325617799968595,83.90847438662641,134.35913453545146,-130.115083658093,Normal
0.6642712193229199,85.32759333828618,128.33439539212497,-130.115083658093,Normal
1.0935493569084687,86.0941443637153,129.3326251453851,-127.56769633490678,Normal
-2.0125014020919263,83.4033696967803,129.3326251453851,-127.29442106459537,Normal
0.1307874072483616,82.52190389534029,126.8890711456037,-126.06349956297035,Normal
-0.7089368226258149,82.89852409121055,123.43814290377067,-126.03039963640276,Normal
-0.4853571899186017,82.27863776134252,123.08275093144584,-121.80247576724214,Normal
2.1397707524135114,83.25385566688803,127.36307588865569,-125.77252306560452,Normal
-2.5771486255851865,82.45593647998409,127.36307588865569,-126.38725340137972,Normal
-1.5440651188937695,77.48364090933921,127.54038253533676,-126.49234319515791,Normal
3.4952789616695035,74.13523971320858,128.62628462764872,-138.12263733255563,Normal
